username,followers,bio,shortcode,caption,likesCount,commentsCount,viewCount,videoUrl,timestamp
leahbritton,198323,"❥ 𝘎𝘰𝘭𝘥 𝘊𝘰𝘢𝘴𝘵, 𝘈𝘶𝘴𝘵𝘳𝘢𝘭𝘪𝘢
❥ 🔗in highlights 🌶️",DdbKzZvypeX,"Here’s to the people who helped me swim when I thought I was drowning. 🥺❤️‍🩹

The ones who answered the phone, got me out of the house, sat with me when I didn’t want to be alone, made me laugh when I didn’t think I could, and reminded me who I was when I’d completely lost sight of her.

I’m finally starting to feel like myself again. Not all the way there, but enough to recognise the girl looking back at me. 🥹

I don’t think you realise how much the people around you can carry you through the moments when you don’t have the strength to carry yourself.

To every single friend who showed up for me during this chapter thank you. For loving me exactly as I am, never making me feel like I was too much, and helping me find my way back to myself.

Turns out I could swim all along. I just needed people around me who weren’t trying to hold me underwater. ❤️‍🩹

I love you guys. More than you know. 🥺🤍",175,16,5595,https://scontent-cph2-1.cdninstagram.com/o1/v/t2/f2/m86/AQNi4gkBK3fUfT9xs6jTeHA6-9baBLfgB86g83XRiGIylsnLriINy9LrMmeNgY8tlBI3DPNiye16B_IqTiNFB1c4gGOxJPWFMrYWRLY.mp4?_nc_cat=100&_nc_sid=5e9851&_nc_ht=scontent-cph2-1.cdninstagram.com&_nc_ohc=uvMwK8sfwEAQ7kNvwGk6EFb&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MjMxNDQ0NDMwOTI5MDkzNywiYXNzZXRfYWdlX2RheXMiOjEsInZpX3VzZWNhc2VfaWQiOjEwMDk5LCJkdXJhdGlvbl9zIjo2NywidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&vs=b51917d2ddb6ce35&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC81NjQyRTI0ODU0MDFBNzI4RTNFODBGQzhGOUJBRkQ5RV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzAyNEI5M0E5OTg4RTIzNzBERDIzQ0Q1MTBFQ0EyRDhGX2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwKIB3VzZV9vaWwBMRJwcm9ncmVzc2l2ZV9yZWNpcGUBMRUAACby_sLusb6cCBUCKAJDMywXQFDAAAAAAAAYEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HZeadAQA&_nc_gid=OKG0islrebTs3tI5mMP-Mg&_nc_ss=7a3ba&_nc_zt=28&oh=00_AQIfrnXRmKmxQQOjOP6MqHemgIR0Duvn7qyufh9odTAi1Q&oe=6AB072AD,1789725624
leahbritton,198323,"❥ 𝘎𝘰𝘭𝘥 𝘊𝘰𝘢𝘴𝘵, 𝘈𝘶𝘴𝘵𝘳𝘢𝘭𝘪𝘢
❥ 🔗in highlights 🌶️",Dda-RFdSLCm,"Redirecting the energy. 💗

Today started with a panic attack.

Police came to my property to collect the remainder of his belongings, and my entire nervous system went straight into fight or flight. I locked myself in my bedroom because I couldn’t be near him. I couldn’t see him.

Hearing his laughter and joking from the other rooms while I was sitting behind that door made me physically sick to my stomach. It’s strange how quickly your body can react to a person or a sound after everything it has learned to associate with them. I felt terrified in my own home, even though I knew I was safe.

I’ve spent so long living in survival mode that my body has started associating adrenaline with fear, panic and danger.

So a few hours later… I jumped out of a fucking plane at 12,000ft. 😂🪂

Same racing heart. Same shaking hands. Same adrenaline flooding my body.

Except this time, I chose it.

I’m learning to redirect the energy I’ve been pouring into a trauma bond back into myself. Learning how to regulate my nervous system, work through the panic attacks and teach my body that adrenaline doesn’t always mean danger.

Sometimes it means excitement. Freedom. Courage. Being alive.

Healing isn’t just about removing someone from your life. For me, it’s about teaching my mind and body that I don’t have to live in survival mode anymore.

This morning I was locked in my bedroom, overwhelmed by fear.

This afternoon I willingly stepped out of a plane at 12,000ft.

And fuck, I’m proud of that. 🥹💗

I refuse to keep giving all my energy to what hurt me. I’m putting it back into me.

One trigger, one experience, one day at a time. 🪂💕",273,24,12987,https://scontent-cph2-1.cdninstagram.com/o1/v/t2/f2/m86/AQNN_aqt4UpZafTD5wuO4M0a5ImuWLSAHcy7ypzzk__6LH-yG_A2XDIWSJGzM1bTbAuf5sflnLi3KNyuiiEu7tsLMLglLPKRyCdc-6s.mp4?_nc_cat=105&_nc_sid=5e9851&_nc_ht=scontent-cph2-1.cdninstagram.com&_nc_ohc=artuRaeEWTUQ7kNvwHVLrej&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MjIzMzA0NDU3MDg4OTY0MSwiYXNzZXRfYWdlX2RheXMiOjEsInZpX3VzZWNhc2VfaWQiOjEwMDk5LCJkdXJhdGlvbl9zIjoxNDUsInVybGdlbl9zb3VyY2UiOiJ3d3cifQ%3D%3D&ccb=17-1&vs=ebf80166152c51b4&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC85RjRBQkUyOTkyMjQyMzE2MTg4MEFBMTVGMEM5OEQ5N192aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzA0NEMxRUI0ODNEQjAzOUM1OTU5ODdBMTIwN0NFMkI5X2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwKIB3VzZV9vaWwBMRJwcm9ncmVzc2l2ZV9yZWNpcGUBMRUAACbS9tLGprz3BxUCKAJDMywXQGIiHKwIMScYEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HZeadAQA&_nc_gid=OKG0islrebTs3tI5mMP-Mg&_nc_ss=7a3ba&_nc_zt=28&oh=00_AQK-WQpzBiX0eWqGSzfzifdQVjxEfzLJHxlKU0_lBj32Mw&oe=6AB04B12,1789719026
leahbritton,198323,"❥ 𝘎𝘰𝘭𝘥 𝘊𝘰𝘢𝘴𝘵, 𝘈𝘶𝘴𝘵𝘳𝘢𝘭𝘪𝘢
❥ 🔗in highlights 🌶️",Dcve3VfTAj_,"I said I wouldn’t speak about this publicly, but I’ve realised I don’t want to heal in silence after struggling in silence for so long.

This isn’t about revenge, ruining anyone’s reputation or asking people to choose a side. I’m sharing my experience and how this relationship affected me.

I’m not perfect. I’ve said things, reacted in ways and made choices I’m not proud of. I take accountability for that. But taking accountability doesn’t mean carrying all the blame.

I lost my confidence, experienced financial and emotional stress, and felt like my nervous system was constantly in survival mode. I barely recognised myself anymore.

The hardest part to understand is why I kept going back. I felt like the same person connected to so much of my pain was also the only person who could make it stop. I’m only now understanding how deeply I was caught in that cycle.

For so long, protecting his reputation became more important than protecting myself.

I won’t speak for anyone else or tell stories that aren’t mine to tell. I can only speak about what I experienced.

I know the next few weeks will be hard. I’ll probably miss him. I’ll probably question myself. There may be moments where everything in me wants to go back to what feels familiar.

That’s exactly why I need to remember why I left.

He has his perspective, and I have mine. This is mine.

I spent long enough suffering in silence.

I refuse to believe I have to heal in silence too.

This time, I’m choosing myself.",832,380,105920,https://scontent-cph2-1.cdninstagram.com/o1/v/t2/f2/m86/AQPnxDW-9kwgjktKAWNZmJJupZTIHQr1W2Mw5Y35zFO6wU_l0Q1vIEA3e3Xv2YWxJr-3i6OcqFkzeKPuiWQX6TvLrUb3gBPNhn1pXp4.mp4?_nc_cat=111&_nc_sid=5e9851&_nc_ht=scontent-cph2-1.cdninstagram.com&_nc_ohc=K455h2o06aYQ7kNvwFTCDMH&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MTA2NzI0ODc2NTc4OTc3OSwiYXNzZXRfYWdlX2RheXMiOjE4LCJ2aV91c2VjYXNlX2lkIjoxMDA5OSwiZHVyYXRpb25fcyI6MjcsInVybGdlbl9zb3VyY2UiOiJ3d3cifQ%3D%3D&ccb=17-1&vs=45925f3750cfc96f&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9DNTQxRjZEQzlGQUVBMEEwOTlEQzM5OTRFQkFEN0Q5MF92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzcwNERDNUI1OTIzRjU4NEMzQTQzQTgxNEEyREE4MkJFX2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwKIB3VzZV9vaWwBMRJwcm9ncmVzc2l2ZV9yZWNpcGUBMRUAACammZP5hqrlAxUCKAJDMywXQDs7peNT988YEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HZeadAQA&_nc_gid=OKG0islrebTs3tI5mMP-Mg&_nc_ss=7a3ba&_nc_zt=28&oh=00_AQIOJv_IYn_nFWBJSu4_o9h7_EZbgezqWb0gNpyygrdwbA&oe=6AB04F40,1788259730
leahbritton,198323,"❥ 𝘎𝘰𝘭𝘥 𝘊𝘰𝘢𝘴𝘵, 𝘈𝘶𝘴𝘵𝘳𝘢𝘭𝘪𝘢
❥ 🔗in highlights 🌶️",Dc5nHkdyPs-,"I was scared. But slowly day by day I’ll find myself again. His voice became my inner dialogue. Day by day, minute by minute, I’m learning to make my own voice louder again. I know I’ll heal, but for now… baby steps. 🤍",431,62,26085,https://scontent-cph2-1.cdninstagram.com/o1/v/t2/f2/m86/AQO6tBCb1n9fYPe8-NfO2p42MGqKIow-zLWpUvQKW_IQAbhWGuq26PtKqYO0SFP8P1brDziTaahvdfRCq8yDOEUIrz2FYWqtXBlkQk8.mp4?_nc_cat=110&_nc_sid=5e9851&_nc_ht=scontent-cph2-1.cdninstagram.com&_nc_ohc=GoL1L47iYG4Q7kNvwGAbImI&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6NDA5NjY1NTIzNzEzMTA4MiwiYXNzZXRfYWdlX2RheXMiOjE0LCJ2aV91c2VjYXNlX2lkIjoxMDA5OSwiZHVyYXRpb25fcyI6MjMsInVybGdlbl9zb3VyY2UiOiJ3d3cifQ%3D%3D&ccb=17-1&vs=271a2b0d87fe07f3&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9BMDQ4OURBQjIyMzlERTNEOEQ4MDJENzc1MEI0N0ZCNF92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzUwNEFBNjJFRTQ1ODk2Rjg0NzVDRkMwNjg2NUE5QTg1X2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwKIB3VzZV9vaWwBMRJwcm9ncmVzc2l2ZV9yZWNpcGUBMRUAACaUremC3PjGDhUCKAJDMywXQDdEGJN0vGoYEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HZeadAQA&_nc_gid=OKG0islrebTs3tI5mMP-Mg&_nc_ss=7a3ba&_nc_zt=28&oh=00_AQLbOxpm4RdwhOhbSOIIsEXusoGK894Shth-FC_ou4aDfw&oe=6AB061F3,1788599613
leahbritton,198323,"❥ 𝘎𝘰𝘭𝘥 𝘊𝘰𝘢𝘴𝘵, 𝘈𝘶𝘴𝘵𝘳𝘢𝘭𝘪𝘢
❥ 🔗in highlights 🌶️",DdWDtZjSUuX,Something to take the edge off?,852,54,18559,https://scontent-cph2-1.cdninstagram.com/o1/v/t2/f2/m86/AQOtNYEo6XXpiJiilfdEwa5RzdAZM2zc6F3TriAxU6wlwjpb9uOPgjgVWJPNnKCc-6KqU8N6AlnSJPalRZoqepzHkYMHpVYw09B1t5E.mp4?_nc_cat=102&_nc_sid=5e9851&_nc_ht=scontent-cph2-1.cdninstagram.com&_nc_ohc=q4szR0nvv7cQ7kNvwHl6RKs&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MTU1MDA2Mzg1NjQzMzE3MywiYXNzZXRfYWdlX2RheXMiOjMsInZpX3VzZWNhc2VfaWQiOjEwMDk5LCJkdXJhdGlvbl9zIjoxMCwidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&vs=5da001386a38d964&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC8wMjRBMUM1OENFNDZGNTAwRkQ1QzM4RDJGRTlCNUJBRF92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzVGNDU0OUY4QTZGOTM2Q0IzQUYxNTRGNTVBOTA1MUJCX2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwKIB3VzZV9vaWwBMRJwcm9ncmVzc2l2ZV9yZWNpcGUBMRUAACaq4NXYy_HABRUCKAJDMywXQCUAAAAAAAAYEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HZeadAQA&_nc_gid=OKG0islrebTs3tI5mMP-Mg&_nc_ss=7a3ba&_nc_zt=28&oh=00_AQLdtaxvvOpH5lPVs580FjVoWVPU0WrMqSStMYjOkdAnDQ&oe=6AB06FFF,1789554155
killer_katrin,2720497,My other socials in highlights 👇🏼😋,DavSYDVB-Fs,"What’s your favorite game? 😋 
@killer_katrin 
.
.
.
#gamergirl",63088,1153,974215,https://scontent-bru2-1.cdninstagram.com/o1/v/t2/f2/m86/AQNetB16VEICILPQLaUr7Vq8apTxGN2VZTXOy4loNAD0Vi0qrIlQ7Fimo3cGgbDbB5mg0fYQ7gV2xary9BezAqLRh5i6DgO-yq4b5FY.mp4?_nc_cat=107&_nc_sid=5e9851&_nc_ht=scontent-bru2-1.cdninstagram.com&_nc_ohc=5p7VUDHsnokQ7kNvwGBZIbq&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MTAxMjIyMDA3NDczMDQxMCwiYXNzZXRfYWdlX2RheXMiOjY3LCJ2aV91c2VjYXNlX2lkIjoxMDgyNywiZHVyYXRpb25fcyI6MTMsInVybGdlbl9zb3VyY2UiOiJ3d3cifQ%3D%3D&ccb=17-1&vs=55790b8c1b2351d6&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9GQzRCMTYxMThCREE1MTNFRkI3N0REMEFCOTZEN0FCOF92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyL0EyNDgxMUUwNjdFQ0JCRjFFODE4NUUzRjNDNzExREEzX2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwKIB3VzZV9vaWwBMRJwcm9ncmVzc2l2ZV9yZWNpcGUBMRUAACbUjumf-6bMAxUCKAJDMywXQCqZmZmZmZoYEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HZZapAQA&_nc_gid=gjHre18WXU-AS4u7K2gMnA&_nc_ss=7a3ba&_nc_zt=28&oh=00_AQK0d912l2gShfX8TOn8gMonS3OXHKkLYY2uem8PqqczCA&oe=6AB051E8,1783958413
killer_katrin,2720497,My other socials in highlights 👇🏼😋,DZVhWzhhs0c,@killer_katrin 🍎,3,166,300994,https://scontent-bru2-1.cdninstagram.com/o1/v/t2/f2/m86/AQM0-VKITeeQzRkTDv0UsQpM4l-ZFZlmrozio8LDEcCC-vp6eFP7Tcwvyy8EYaW4f5XavCUXNILyfvvNEUlPVC5tqb3c_h_AR7d7gRU.mp4?_nc_cat=103&_nc_sid=5e9851&_nc_ht=scontent-bru2-1.cdninstagram.com&_nc_ohc=kT2SNZqPlV0Q7kNvwEaHEt1&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MTAzOTQwMTgzNTA4NDE3OSwiYXNzZXRfYWdlX2RheXMiOjEwMiwidmlfdXNlY2FzZV9pZCI6MTA4MjcsImR1cmF0aW9uX3MiOjYsInVybGdlbl9zb3VyY2UiOiJ3d3cifQ%3D%3D&ccb=17-1&vs=cd3f2c607582cc7e&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC8wQzQ3ODMxREEzMUE4OTdCQTNDRjdDMkM2MzRCNjNCRV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzI5NDlFODU2NDIzOTM1Q0E1RTIwN0E0NjlBRDU1RTgxX2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwKIB3VzZV9vaWwBMRJwcm9ncmVzc2l2ZV9yZWNpcGUBMRUAACam5sWSk9XYAxUCKAJDMywXQBrul41P3zsYEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HZZapAQA&_nc_gid=gjHre18WXU-AS4u7K2gMnA&_nc_ss=7a3ba&_nc_zt=28&oh=00_AQKhjH2NGWGgNCPSwiwnzJkmdWip6LkiBQkrUHrFw6M_PQ&oe=6AB05D28,1780946183
killer_katrin,2720497,My other socials in highlights 👇🏼😋,DVLmXa6AWS8,We opened the fridge for snacks… but found our spotlight instead 🤭😉,34902,554,2233766,https://scontent-bru2-1.cdninstagram.com/o1/v/t16/f2/m69/AQPtwnY3lNUQRm0kLp71GZwZk2jfpCquCgKawJu1NQ8KNb_Utpa23-kI6iNAP-eC5uxHMUy1uKYjY-ZJYes70JCT.mp4?strext=1&_nc_cat=101&_nc_sid=5e9851&_nc_ht=scontent-bru2-1.cdninstagram.com&_nc_ohc=bRMZMIkA8YcQ7kNvwH-lkQk&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MTc5NDY1MzE2NTcxMTE1OTUsImFzc2V0X2FnZV9kYXlzIjoyMDUsInZpX3VzZWNhc2VfaWQiOjEwMDk5LCJkdXJhdGlvbl9zIjoxMSwidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&vs=1dfbc6d6c57f7cd1&_nc_vs=HBksFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HT2UzT3laaEtDT0Z0VjRFQUNoNGFreW9raUl3YnNwVEFRQUYVAALIARIAFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzY5NEI0NEI0NkY3QzQ1OTBGRjU2Nzc5NTJEOEUxMEE0X2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwKIB3VzZV9vaWwBMRJwcm9ncmVzc2l2ZV9yZWNpcGUBMRUAACbW4PrF0JHhPxUCKAJDMywXQCYzMzMzMzMYEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HZeadAQA&_nc_gid=gjHre18WXU-AS4u7K2gMnA&_nc_ss=7a3ba&_nc_zt=28&oh=00_AQKbYYKJZBnWLaVU6hjxuaI9kU9nGV52leG6nihNkjEu3A&oe=6AB43E2B,1772023307
killer_katrin,2720497,My other socials in highlights 👇🏼😋,DTtM2-JCCdW,Winter hits different ❄️💀,23812,275,700544,https://scontent-arn2-1.cdninstagram.com/o1/v/t16/f2/m69/AQN47ZokE4Q-OTVJCUZsd8UOcRcvB9sjDIr06xpVrNPEYTL0nZAuuSqFu9dRskTN9Fvn6DUoohb-WSHLKmuk9tL8.mp4?strext=1&_nc_cat=110&_nc_sid=5e9851&_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_ohc=3Oj_33La4fsQ7kNvwFmFt6k&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MTc5MzUyODM1MzUxMTg1NjUsImFzc2V0X2FnZV9kYXlzIjoyNDIsInZpX3VzZWNhc2VfaWQiOjEwMDk5LCJkdXJhdGlvbl9zIjoxMCwidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&vs=b381dbbeaa76e61e&_nc_vs=HBksFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HSUsxenlRNjM3RHpldkVDQUFYSGFFYjRMUVJkYnNwVEFRQUYVAALIARIAFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyL0NFNDkwRDA0OUNDRDMzOUNCRTIyM0NDOUY3MUVGQjlBX2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwKIB3VzZV9vaWwBMRJwcm9ncmVzc2l2ZV9yZWNpcGUBMRUAACbKg_TA84LcPxUCKAJDMywXQCVU_fO2RaIYEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HZeadAQA&_nc_gid=YoBvZTv5AAUhgr2BVX2RBA&_nc_ss=7a3ba&_nc_zt=28&oh=00_AQIiYiUwy4B005M5Io_hja00VTSDsfPLWVLj5nqcDp_eMQ&oe=6AB44046,1768855839
killer_katrin,2720497,My other socials in highlights 👇🏼😋,DToMWVgCLno,Ice ice baby ❄️,28223,216,684688,https://scontent-arn2-1.cdninstagram.com/o1/v/t2/f2/m86/AQMkeBmUDSh0I4pQoANXbOtvlFhTNF3ReT2xVZKomMsTPMZn0DoFAJfLC3iODIlSa990hHkgNdGWNgZjo3NYfG5hHZZSD9jHNPC-TWY.mp4?_nc_cat=107&_nc_sid=5e9851&_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_ohc=qMfpu97ziVYQ7kNvwFsY0gS&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MjM2NTI5NTA3MDU4MTk4OSwiYXNzZXRfYWdlX2RheXMiOjI0NCwidmlfdXNlY2FzZV9pZCI6MTA4MjcsImR1cmF0aW9uX3MiOjEwLCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=b1ed3ed0c35ceb38&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9BNDQ4Q0VCOUZFMkMzNDJDN0IwQzcwRjNEQ0ZCQUU4Ql92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzRENEM2MzY2REEyODI0MEE2NDc5QTIyNDdBMTBCQkIwX2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwKIB3VzZV9vaWwBMRJwcm9ncmVzc2l2ZV9yZWNpcGUBMRUAACbK08THpc6zCBUCKAJDMywXQCXqfvnbItEYEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HZZapAQA&_nc_gid=YoBvZTv5AAUhgr2BVX2RBA&_nc_ss=7a3ba&_nc_zt=28&oh=00_AQJP8zrAeyyMIxM1_rpo9zO-Ubwg35cPKEFKfScHGS1FHw&oe=6AB04A90,1768688386
killer_katrin,2720497,My other socials in highlights 👇🏼😋,DSiBfFYiKpI,❣️,24461,293,814594,https://scontent-arn2-1.cdninstagram.com/o1/v/t2/f2/m86/AQNY4HiYLe0ubKI03SQpDcZt8eU3Irxjn8_vBYHzlreUCykyCOk9LoZXnX5VcXTr_qso9We0WrRZHLBAJdW8kKG6RX1Xgy5VOGn7i_w.mp4?_nc_cat=105&_nc_sid=5e9851&_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_ohc=gDO2I2w4Ug8Q7kNvwEYT1H-&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6NzA3NDI5OTIyMTczMzU2LCJhc3NldF9hZ2VfZGF5cyI6MjcxLCJ2aV91c2VjYXNlX2lkIjoxMDA5OSwiZHVyYXRpb25fcyI6NiwidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&vs=b415e4070c15afb3&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC8yNDQ5MjBFQkUzRkJBNzM2M0M5OUEyOTQ1N0RBN0ZCRl92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYR2lnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC8xMTkxNTE5MjgyOTQyODkwXzY2NzI3MzI3NjEwODc5MDM1NjUubXA0FQICyAESACgAGAAbAogHdXNlX29pbAExEnByb2dyZXNzaXZlX3JlY2lwZQExFQAAJtjGt9Pr2cECFQIoAkMzLBdAGXbItDlYEBgSZGFzaF9iYXNlbGluZV8xX3YxEQB1_gdl5p0BAA&_nc_gid=YoBvZTv5AAUhgr2BVX2RBA&_nc_ss=7a3ba&_nc_zt=28&oh=00_AQKIPjuLevXNG2hxoxIaiqNaiBJqve6KXp8C3XayKnDSgQ&oe=6AB058AA,1766333411
